	term	discription	
1843	침, 타액: saliva	    침샘에서 분비되는 여러 가지 음식분해효소를 포함하고 있는 분비물을 일컫는 말이다. 하루에 분비되는 침의 총량은 0.5~2.0l정도이며 저장성(혈액보다 삼투압의 농도가 낮을 경우 저장성이라 함)인 것이 특징이다.	
1844	침샘, 타액선: salivary gland	    입 속으로 침을 분비하는 외분비샘으로 인체에는 세 쌍의 침샘이 있는데 귀밑샘, 턱밑샘 및 혀밑샘이 그들이다. 침샘은 분류상으로 소화기계통의 한 장기이며, 소화관의 한 부속샘으로 구분된다. 혀밑샘은 그 외 구강 점막 내에 산재하고 있는 수많은 작은 침샘과 같이 묽은 용액을 끊임없이 분비하고 있지만, 귀밑샘과 턱밑샘은 자극을 받을 때만 침을 분비한다.	
1845	침술: acupuncture	    특별한 침을 신체표면의 특정 부위에 찔러서 통증에 수반되는 불쾌감을 제어하는 기술. 외과적 마취로서 혹은 치료목적으로도 사용된다.	
1846	침울증, 심기증: hypochondriasis	    자신이 어떤 질병에 걸려 있다는 확신을 가지며 두려움을 수반하는 상태를 말하는데, 대개는 그럴 만한 객관적인 증거가 없음에도 불구하고 계속 신체적인 검사를 받고 싶어하고, 또 이 의사 저 의사를 찾아 다닌다. 심리적인 불안이 육체적인 망상으로 바뀌어진 것으로 생각 할 수가 있다. 이런 건강염려증은 우울증환자에서 가장 흔히 보이는 증상으로 특히, 갱년기 우울증에서 가장 심하게 나타난다. 	
1847	침전: precipitation	    1. 일반적으로 액체 속에 존재하는 작은 고체가 액체 바닥에 가라앉아 쌓이는 일. 2. 화학에서는 시약을 가하거나 가열-냉각 등에 의하여 일어나는 화학변화의 생성물이 용액 속에 나타나는 현상, 또는 용질이 포화에 도달하여 용액 속에 나오는 것을 말한다. 또, 이때 생긴 고체를 침전물이라고 한다. 침전생성법은 물질의 분리-정제 또는 분석에 흔히 사용되며 화학실험에서 중요한 조작이다.	
1848	침전물: sediment	    용액 속에서 화학 변화가 일어날 때에, 물에 잘 용해되지 아니하여 생긴 반응 생성물. 	
1849	카르시노이드: carcinoid	    주로 막창자꼬리에 발생하는 종양, 비교적 경계가 명확한 노란색을 띠는 극히 드물고 침윤성장을 하며, 종양으로서 작은창자, 막창자꼬리를 포함한 위창자관에 흔하지만 어떤장기에도 생길 수 있다. 조직학적으로 신경내분비세포기원의 세포로 구성되고 경우에 따라 serotonin을 분비하여 카르시노이드증후군을 일으킬 수 있다. 악성도는 보통이며, 전이하는 경우도 있다. 원발성 종양은 보통 앵두 크기의 결절이며 황색을 띤 회백색이다. 조직학적으로는 크기가 균등하고 둥근 핵이 있는 작은 종양세포가 집단적으로 증식해 있다. 그 세포질에 도은법이라고 하는 일종의 염색법을 행하면 은을 환원하는 과립이 증명된다. 이 종양세포는 세로토닌이라는 물질을 분비하기 때문에 피부혈관의 확장, 기관지 수축에 의한 천식과 비슷한 발작, 우심기능상실에 의한 심장발작, 설사와 복통 등 특유한 증세를 나타내는 수가 있다.	
1850	카켁시아, 악액질: cachexia	    만성병 등의 경과 중에 일어나는 전신적인 영양부족. 악성종양에 의한 것, 뇌하수체나 갑상샘 등 내분비선의 기능부전이나 수술 후에 일어나는 것, 납이나 수은 등의 만성 중독에 의한 것, 요로계의 만성 염증에 의한 것, 십이지장충 등의 기생충에 의한 것 등이 있다. 종양 카켁시아 증후군이라는 말이 있는데, 많이 진행이 된 암의 경우에 볼 수 있는 현저한 카켁시아에서는 미각이상을 동반한 식욕부진이나 특별한 식사를 혐오하는 것 등도 하나의 원인으로 생각할 수 있지만 영양분 섭취량 감소 이상으로 현저하게 여위고 수척해진다. 카켁시아를 일으키는 이유는 명확하지 않다. 	
1851	카테콜라민: catecholamine	    교감신경의 작용을 항진시킬 수가 있는 일련의 화합물이다. 분자의 방향족 부분은 카테콜, 지방족 부분은 아민으로 되어 있다. 이러한 화합물에는 도파민, 노르에피네프린, 에피네프린이 있으며 이 세 가지는 분포, 생리작용 등에서 각각 다른 특징을 가진다.	
1852	카테테르, 도관, 도자: catheter	    몸속에 넣어서 여러 가지 진단과 치료에 필요한 처치를 하는 가늘고 잘 휘어지는 관을 통칭하는 말.	
1853	카테테르법, 도관법, 도자법: catherization	    몸속에 가늘고 작은 관을 넣어서 진단과 치료에 필요한 처지를 하는 행위. 즉 카테터를 몸속에 넣어 하는 진단과 치료의 행위.	
1854	카페인: caffeine	    커피, 홍차 등에 들어 있는 화학물질. 대뇌에 작용하여 대뇌를 자극하고 콩팥, 근육, 심장의 활동을 자극하는 역할을 하는 약리작용이 있다.	
1855	칸디다증: candidiasis	    곰팡이의 하나인 candida에 의한 감염. 대개 피부의 감염이 가장 흔하고, 신생아의 입이나 여성의 질에 감염을 일으키기도 한다. 그리고 아주 드물게 칸디다가 전신적 감염을 일으키기도 한다. 이것을 모닐리아증(moniliasis)이라고도 한적 있다.	
1856	칼로리, 열량: calorie	    1. 열량의 단위. 소 칼로리. 1g의 물을 1℃ 높이는데 필요한 열의 양. 즉, 국제도량형위원회는 1cal=4.186J(줄)이라 정하고 줄을 쓰도록 권장하고 있다. 또 평균칼로리는 0℃의 순수한 물 1g을 100℃까지 올리는데 필요한 열량의 1/100이다. 영양학에서 말하는 칼로리는 이 평균칼로리의 1,000배를 가리키는 경우도 있으며 이것을 대칼로리(기호 Cal)또는 킬로칼로리(기호 kcal)라 하기도 한다. 2. 체내에서 발생하는 에너지의 양. 즉, 영양학에서 식품의 영양가를 열량으로 환산하여 나타낸 단위. 1칼로리는 1kcal에 해당한다. 기호는 Cal. 사람이 일정한 체온을 유지하고 또 음식의 소화를 비롯하여 여러 운동을 할 수 있는 것은 인체를 구성하는 물질이 가지고 있는 화학 에너지를 열-운동 에너지로 변화시켜 이것을 이용할 수 있기 때문이다. 에너지는 생명을 유지하고 일을 할 수 있는 능력이라고 할 수 있으며, 이것은 열-빛-운동 등 여러 형태로 전환할 수 있다.	
1857	칼륨: potassium	    원소 기호 19번이고 K로 표시하는 화학적 원소로 세포 내액의 가장 많은 양이온이기도 하다.	
1858	칼슘: calcium	    신체의 거의 모든 조직에서 발견되는 전해질로 여러 가지 역할을 몸에서 담당한다. 중요한 기능을 살펴보면 우선 인산과 결합하여 뼈나 이빨을 만드는 역할을 한다. 그리고 모든 근육의 수축에 없어서는 안될 전해질로 작용을 한다. 혈액응고의 여러 단계에도 관여한다.	
1859	칼시토닌: calcitonin	    칼슘의 체내 농도를 조절하는 구실을 하는 호르몬으로 갑상샘에서 분비가 된다. 칼슘의 체내 농도조절은 크게 두 가지 호르몬에 의해서 이루어진다. 하나는 부갑상샘호르몬(parathyroid hormone)로 이 호르몬은 체내의 칼슘 농도를 높이는 역할을 한다. 소화기에서 칼슘의 흡수를 증가시키고 뼈에 축적되어 있는 칼슘을 분해하여 혈중으로 분비하게 하고 콩팥에서 칼슘의 배출을 억제한다. 또 하나가 칼시토닌(calcitonin)으로 이것은 부감상샘호르몬의 작용을 억제하여 혈중의 칼슘 농도를 낮추는 역할을 한다. 	
1860	케톤산증: ketoacidosis	    체내에 아세트산, 아세톤과 같은 케톤체가 그 대사이상에 의해서 과잉으로 생성되어 축적되는 현상을 말한다. 체내의 산, 염기 평형이 상실된 상태로 혈액의 산도 저하와 완충작용을 하는 중탄산염의 농도 감소가 나타나는 것으로 당뇨병 환자에서 잘 발생한다. 케톤산증 환자에서는 케톤체의 특징적인 냄새가 나므로 진단에 도움을 줄 수 있다.	
1861	켈로이드: keloid	    창상, 수술창, 화상, 염증 등에 의한 피부 흉터에 결합조직이 증식하여 불규칙적인 단단한 섬유종이 융기되는 것을 말한다. 수술로 제거하여도 그 수술의 반흔에서 재발되는 일이 많으며 특히 흑인에서 잘 발생한다. 그 발생원인에는 환자가 가진 내적 요인이 중시되고 있다.	
1862	코경유위삽관: nasogastric intubation	    코를 통해 위까지 관을 집어넣는 것. 대개 이때 L-관(레빈 관)라는 것을 집어넣어 위까지 도달하게 한다. 이렇게 하는 목적은 크게 2가지로 나누어 볼 수 있는데 하나는 관을 통해 위내용물을 밖으로 뽑아내는 것이고, 다른 하나는 밖의 내용물을 안으로 집어넣는 것이다. 즉, 수술후 지나친 위팽창이나, 위출혈 등이 있을 때, 이들을 뽑아내거나, 혹은 입으로 제대로 삼킬 수는 없으나 소화기능은 보존되어 있을 때, 이 관을 통해 음식물을 넣어줄 수가 있다.	
1863	코끼리피부병: elephantiasis	    피부가 붇고, 딱딱해지며 색깔의 변화를 보여서 마치 코끼리의 피부와 같이 되는 현상을 이르는 말이다. 이것은 Wuchereria bancrofti 또는 Brugia malayi라는 기생충이 모기로부터 사람에게 감염이 되어 사람의 림프관 속에서 살게 되어서 림프관을 막아서 인체의 특정부위 특히 다리, 음순, 음낭 등의 림프액 순환이 되지 않고 정체가 되기때문에 생기는 병이다.	
1864	코눈물관: nasolacrimal duct	    눈물은 대개 눈물샘에서 만들어져 눈을 적신 뒤에 누관을 거쳐서 눈물주머니에 모인 뒤에 이 코눈물관으로 흘러 코 안쪽으로 내려가게 된다. 만일 여기가 막히면, 눈물이 계속 고이게 되어 계속 눈물을 흘리게 되며, 또한 병균의 서식처가 되어 감염의 위험성이 높아진다.	
1865	코데인: codeine	    아편과 매우 유사한 구조를 가진 약물로 강력한 중독성을 가진 약물이다. 대개 중독시에 눈동자의 크기가 적어지고, 쾌감, 운동둔화 등의 증세가 나타난다.	
1866	코돈, 유전자부호: codon	    단백질의 아미노산 배열을 규정하는 전령 RNA의 3염기 배열을 말한다. 아미노산의 유전암호라고도 한다. 전 생물을 통해서 공통으로 DNA의 염기배열로 표시할 수도 있다. RNA또는 DNA를 구성하는 네 종류의 염기(뉴클레오티드)에서 만들어지는 염기배열의 총수는 64개로, 그 중의 61개가 아미노산을 코드하고 있다. 나머지 세 개(UAA, UAG, UGA)는 단백질 합성을 정지시킬 부호로 정지코돈이라 불린다. 단백질합성의 개시코돈(AUG)은 메티오닌의 코돈과 공통이지만 개시 tRNA에 의해서 인식된다.	
1867	코르티기관: organ of Corti	    음의 진동을 전기적 신호로 바꾸어 대뇌가 느낄 수 있도록 해준다. 위치는 속귀에 있으며, 속귀안에 있는 달팽이관에 존재한다.    	
1868	코르티손: cortisone	    콩팥위에 존재하는 삼각뿔 모양의 부신피질에서 만들어지는 물질로 지방질, 당질, 단백질의 대사에 관계하는 호르몬. 지방질과 단백질을 분해하여서 당질을 만드는 역할을 하고 또 체내에 저장되어 있는 당질을 혈액속으로 배출하는 역할을 한다. 대개 부신겉질에서 생산되는 글루코코르코이드는 코르티솔(cortisol)이고 코르티손은 이 코르티솔이 나오고 난 뒤에 변해서 된 것으로 생각된다. 이 코르티손은 또 광물부신겉질의 기능도 상당히 가지고 있다.	
1869	코르티솔: cortisol	    콩팥위에 존재하는 삼각뿔 모양의 부신겉피질에서 만들어지는 물질로 지방질, 당질, 단백질의 대사에 관계하는 호르몬. 지방질과 단백질을 분해하여서 당질을 만드는 역할을 하고 또 체내에 저장되어 있는 당질을 혈액속으로 배출하는 역할을 한다. 히드로코르티손(hydrocortisone)이라고도 불리운다.	
1870	코르티코스테로이드: corticosteroid	    콩팥위에 있는 삼각뿔의 형태를 지닌 기관인 부신의 겉부분인 겉질에서 만들어지는 물질로 호르몬의 일종. 코르티고스테로이드는 그 역할에 따라서 다음과 같은 3가지로 나누어진다.    1.글루코코르티코이드(glucocorticoid)-지방질, 당질, 단백질의 대사에 관계하는 호르몬. 지방질과 단백질을 분해해서 당질을 만드는 역할을 하고 또 체내에 저장되어 있는 당질을 혈액속으로 배출하는 역할을 하는 호르몬. 부신겉질에서 만들어지는 당류코르티코이드는 대부분 코르티솔(cortisol)이라는 물질이다.    2.광물코르티코이드(mineralocorticoid)-체내의 전해질과 수분의 조절에 관여하는 호르몬. 콩팥에 작용하여 수분과 나트륨의 배설을 억제하여 수분, 나트륨의 체내 양을 증가시키는 역할을 한다.    3.에스트로겐, 안드로겐-성호르몬으로 성의 분화나 여러 가지 생식에 관련된 역할을 한다.    알아두어야 할 것은 부신겉질에서 생산된 위의 3가지 호르몬은 정확히 기능의 구분이 있는 것이 아니고 다른 호르몬의 작용도 가지고 있는 수가 많다. 즉 글루코코르티코이드도 약간의 광물코르티코이드의 역할이 있고, 광물코르티코이드도 약간의 광물코르티코이드의 역할이 있다.	
